"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
33169141,"Split level entire 2Bedroom Apt.",219333557,"Rafael","Queens","East Elmhurst",40.76258,-73.86855,"Entire home/apt",95,1,16,"2019-07-03",4.4,7,81
16651348,"1 bedroom apt with garden in Red Hook Brooklyn",6074181,"Terumi","Brooklyn","Red Hook",40.67575,-74.01183,"Entire home/apt",93,2,37,"2019-06-21",1.32,1,222
26257903,"Eco Chic King Size Bedroom in Amazing Neighborhood",87757867,"Gennaro","Brooklyn","Cobble Hill",40.68581,-73.99586,"Private room",80,7,57,"2019-06-16",4.49,2,285
34063821,"Bedroom in the Heart of Brooklyn",78078053,"Johnnie","Brooklyn","Bedford-Stuyvesant",40.6891,-73.95016,"Private room",75,1,2,"2019-05-19",1,1,138
28978474,"New + Sunlit Apartment in Bed-Stuy",34394667,"Ron","Brooklyn","Bedford-Stuyvesant",40.67782,-73.92326,"Entire home/apt",125,3,15,"2019-06-24",4.33,1,175
584122,"PRIVATE ROOM in HELL'S KITCHEN, NYC",2878358,"Gio/Joey","Manhattan","Hell's Kitchen",40.77032,-73.99493,"Private room",120,2,67,"2019-06-25",0.8,1,179
26794624,"Dreamer Room",201416245,"Fransheska","Brooklyn","Bedford-Stuyvesant",40.68862,-73.95572,"Private room",65,30,35,"2019-06-19",3.06,3,365
18206686,"East 12th street, Lux Studio in Greenwich Village",22541573,"Ken","Manhattan","East Village",40.73373,-73.98962,"Entire home/apt",225,30,0,"",NA,87,347
32964403,"Private Apt (2 Bedrooms includes 1 Bath & Kitchen)",67132329,"Brian","Manhattan","Two Bridges",40.71253,-73.99599,"Private room",145,3,19,"2019-07-02",5.43,1,42
34894939,"Beautiful Bedroom in Bushwick",221645033,"Afrah","Brooklyn","Bushwick",40.69867,-73.91968,"Private room",50,1,0,"",NA,5,329
10229444,"Great Location, 15 mint from Midtown Manhattan.",24884472,"Ruveyda","Queens","Astoria",40.7662,-73.92027,"Private room",62,2,9,"2019-06-03",0.24,1,358
19298754,"Artist Hostel in Bedstuy, Brooklyn",132104049,"Brian","Brooklyn","Bedford-Stuyvesant",40.69454,-73.94868,"Shared room",37,2,3,"2019-01-01",0.13,3,343
34910222,"SUPER COZY APARTMENT IN HEART OF SOHO!!!",43810674,"Olimpia","Manhattan","Greenwich Village",40.72748,-74.0008,"Entire home/apt",299,3,3,"2019-06-14",2.09,2,178
33883497,"Beautiful 2BR Bed Stuy Apartment",255882354,"Dolores & David","Brooklyn","Bedford-Stuyvesant",40.67917,-73.94624,"Entire home/apt",150,2,3,"2019-07-04",3,1,251
29450700,"Commuter Studio",63300613,"Kaleel","Manhattan","Washington Heights",40.84534,-73.93479,"Shared room",125,2,13,"2019-06-27",1.72,1,126
32235802,"Stable Room at Incentra Village Hotel",241889662,"Incentra","Manhattan","West Village",40.73742,-74.00484,"Private room",999,1,1,"2019-04-24",0.39,5,310
16281547,"Extremely Rare Townhouse in East Village",13715851,"Marissa","Manhattan","East Village",40.7284,-73.98673,"Entire home/apt",850,3,0,"",NA,1,180
1148279,"Family Owned & Operated Brownstone",6294856,"Yoki","Brooklyn","Bedford-Stuyvesant",40.68018,-73.94839,"Private room",60,3,140,"2019-01-01",1.87,1,189
16313932,"Micro Room A",59529529,"Han","Manhattan","Hell's Kitchen",40.76275,-73.99525,"Private room",70,1,178,"2019-07-03",5.75,6,146
13157147,"Spacious 1 BR Apartment w/ private backyard",2708284,"Agustina","Brooklyn","Bedford-Stuyvesant",40.69266,-73.94553,"Private room",75,6,37,"2019-06-17",1.53,1,329
32493396,"JFK LUXURY BEDROOM # 3",244082709,"Jfk","Queens","Springfield Gardens",40.6597,-73.76993,"Private room",65,1,14,"2019-06-23",3.23,7,177
35125636,"5MinTrainSmallSmallCozyRoomIndustryCityLutheranH",264569855,"Leidi","Brooklyn","Sunset Park",40.64899,-74.0125,"Shared room",30,1,4,"2019-06-25",4,1,342
2110145,"UWS 1BR w/backyard + block from CP",2151325,"Jay And Liz","Manhattan","Upper West Side",40.77782,-73.97848,"Entire home/apt",6000,14,17,"2015-02-17",0.27,1,359
4845237,"East Village Beauty",12485770,"Raanan","Manhattan","East Village",40.72829,-73.98072,"Entire home/apt",110,30,8,"2018-08-14",0.18,9,280
20710208,"Brooklyn Garden Guesthouse *1 block to subway*",2462590,"Jenny And Mark","Brooklyn","Bushwick",40.69084,-73.92048,"Entire home/apt",175,1,47,"2019-06-18",2.2,2,336
27620424,"Two bedrooms apt. in Jamaica Estates",194520886,"Nazma","Queens","Jamaica Estates",40.7143,-73.78985,"Entire home/apt",150,1,20,"2019-05-23",1.92,2,147
36375840,"Perfectly Located Studio in FiDi has all you need!",273524881,"Shannon","Manhattan","Financial District",40.70787,-74.0078,"Entire home/apt",158,7,0,"",NA,1,70
35003048,"In the heart of Bronx, Fordham University, Bx Zoo",109671307,"Samita","Bronx","Norwood",40.8718,-73.87699,"Private room",73,1,0,"",NA,1,180
28845130,"Modern Luxury Spacious Suite 15min from Manhattan",72513663,"Teddy","Queens","Sunnyside",40.74693,-73.92188,"Private room",119,1,27,"2019-06-29",2.88,1,27
35839059,"Light filled studio apt with expansive city view",106823925,"Kyle","Brooklyn","Downtown Brooklyn",40.68886,-73.98303,"Entire home/apt",100,2,0,"",NA,1,69
26077493,"Fantastic 1bdr in New York",143400845,"Pierpaolo","Bronx","University Heights",40.86113,-73.91511,"Entire home/apt",100,5,1,"2018-07-19",0.08,1,11
30980594,"A GEM IN NOHO",28720717,"Albert","Manhattan","East Village",40.72288,-73.98344,"Entire home/apt",350,3,2,"2019-05-20",0.38,2,342
16485990,"Beautiful 2 BR apartment next to restaurants/train",13713605,"Bea Ebony","Brooklyn","Kensington",40.64272,-73.97187,"Entire home/apt",140,3,13,"2019-06-23",1.09,2,141
24352967,"Bed n Bath, 4 mins to 2,5,3,4 trains to Manhattan",182989977,"Sasha","Brooklyn","East Flatbush",40.65435,-73.93785,"Private room",70,3,3,"2019-01-02",0.3,5,365
26960589,"Brooklyn Sanctuary with Private Luxury Spa",202873307,"Dov","Brooklyn","Sunset Park",40.64992,-74.01169,"Entire home/apt",750,1,12,"2019-05-06",1.2,1,364
11864530,"Clean Room in a Renovated Apartment in Manhattan",45859087,"Maya","Manhattan","Harlem",40.82403,-73.95379,"Private room",75,20,18,"2019-03-10",0.67,2,232
2247803,"Landmark Brownstone, Crown Heights",11333699,"Clifton","Brooklyn","Crown Heights",40.67112,-73.94536,"Entire home/apt",105,2,281,"2019-06-30",4.29,1,248
33834873,"Cutely designed room in Williamsburg apartment",22553147,"Michael H.Y.","Brooklyn","Williamsburg",40.71216,-73.94246,"Private room",70,3,12,"2019-07-07",6.67,3,142
2620068,"Cute Apartment with Great Bathroom!",13347167,"AFI Apartments","Manhattan","Upper East Side",40.77107,-73.95682,"Entire home/apt",117,30,6,"2019-03-31",0.11,29,255
3059273,"1 bedroom  in  Nolita/Soho",15569250,"SoSo","Manhattan","Nolita",40.72118,-73.99682,"Private room",115,2,9,"2019-07-07",0.29,1,332
22282513,"Private Room on Greene",112901574,"Nate","Brooklyn","Bedford-Stuyvesant",40.69049,-73.93262,"Private room",65,2,23,"2019-06-21",1.25,4,319
12252035,"SPACIOUS 2BR PRIME EAST VILLAGE APT",4534893,"Alex","Manhattan","East Village",40.72705,-73.98787,"Entire home/apt",275,2,70,"2019-07-01",1.84,4,307
9133278,"This Empty Nest is the Best!",25459,"Christine","Manhattan","Harlem",40.82711,-73.93989,"Private room",41,1,124,"2019-06-25",2.78,2,37
6115341,"Beautiful Apartment close to Metro Line.",24216745,"Luiz","Brooklyn","Williamsburg",40.71482,-73.93863,"Entire home/apt",120,30,1,"2017-12-31",0.05,1,128
15968094,"Lovely & welcoming apartment in Bed-Stuy",84495247,"Kyle","Brooklyn","Bedford-Stuyvesant",40.68318,-73.93497,"Entire home/apt",169,4,78,"2019-06-24",2.54,1,84
1180537,"spacious, tranquil east village apt",6030235,"Parker (& Juan)","Manhattan","Lower East Side",40.71646,-73.97656,"Entire home/apt",130,2,32,"2019-04-06",0.44,1,184
35199464,"Penthouse on the beach 3 floors of art, fun,surf,",125320407,"Sata","Queens","Far Rockaway",40.59636,-73.7413,"Entire home/apt",900,2,0,"",NA,5,365
33738412,"Instagram Dream Townhouse in Times Sq.",254320440,"Laura + John","Manhattan","Hell's Kitchen",40.75823,-73.99066,"Entire home/apt",300,3,8,"2019-06-19",3.33,1,54
35999735,"Bedroom in Astoria 20min to Manhattan",259683021,"Jucimara","Queens","Astoria",40.77441,-73.93641,"Private room",50,2,1,"2019-07-06",1,1,1
23301706,"*Great room, good location, 20 mins to Manhattan",173249074,"Svetlana","Brooklyn","Bath Beach",40.60444,-74.01725,"Private room",50,4,24,"2019-05-18",1.69,2,311
34222823,"Spacious + beautiful Garden apt in brick townhouse",831185,"Andrew","Brooklyn","Crown Heights",40.67978,-73.96231,"Entire home/apt",335,2,1,"2019-07-01",1,3,365
16603017,"Sophisticated Retreat in Spacious Manhattan Apt",23957491,"Elka","Manhattan","Washington Heights",40.8568,-73.93162,"Private room",96,1,87,"2019-06-12",2.97,1,83
3209866,"Cozy 1br - Fort Greene, Brooklyn",16258619,"Folake","Brooklyn","Fort Greene",40.69802,-73.97614,"Private room",120,3,1,"2014-09-17",0.02,1,365
30291704,"Beautiful Apartment in Staten Island",207856540,"Meir","Staten Island","New Springville",40.58952,-74.15587,"Entire home/apt",119,2,17,"2019-07-05",3.13,1,175
22226156,"Manhattan 1BD in 2BD near ESB, UN, NYU w/roof deck",14103679,"Hugh","Manhattan","Murray Hill",40.74623,-73.97404,"Private room",199,2,75,"2019-06-13",4.04,1,80
36388748,"Private Times Square Room with Pool/Gym",217557021,"Jas","Manhattan","Hell's Kitchen",40.7617,-73.99815,"Private room",180,3,0,"",NA,1,365
8189121,"Sunny & Spacious in Carroll Gardens",333195,"Anne","Brooklyn","Carroll Gardens",40.68326,-73.99327,"Entire home/apt",115,3,27,"2018-09-03",0.58,1,166
21503830,"Provincial welcomes the new in revitalized Bklyn",310296,"Jaqui And Mark","Brooklyn","Prospect-Lefferts Gardens",40.66376,-73.94643,"Private room",35,1,45,"2019-06-23",2.42,2,52
34432701,"THE STUDIO LODGE NYC",20012998,"Víctor","Brooklyn","Bedford-Stuyvesant",40.68087,-73.92061,"Private room",60,3,3,"2019-06-30",2.31,2,322
27975725,"J- LUXURY SHARED ROOM, AC FREE WIFI+CABLE GARDEN",8814258,"Nikole","Queens","South Ozone Park",40.67172,-73.79669,"Shared room",30,4,4,"2019-05-01",0.41,7,365
24226842,"Luxury High Floor Studio with stunning view",17477908,"Mat","Manhattan","Upper West Side",40.79446,-73.96651,"Entire home/apt",195,30,3,"2019-06-01",0.21,10,311
27896043,"Comfortable room in the heart of Williamsburg!!",129864476,"Greetings From Saul And Diana","Brooklyn","Williamsburg",40.7191,-73.95988,"Private room",80,1,13,"2019-07-01",1.32,1,65
21010586,"Cozy Junior One Bedroom apt in Greenwich Village",151284868,"Nicola","Manhattan","West Village",40.73076,-74.00162,"Entire home/apt",245,5,13,"2019-03-31",0.61,1,50
36071685,"Cosy Sunny room near Prospect Park",121127613,"Amanda","Brooklyn","Flatbush",40.65205,-73.96311,"Private room",50,1,0,"",NA,1,265
35490477,"Rooms in the new hipster area of Brooklyn, NYC 1",266998393,"Hector","Brooklyn","Bushwick",40.69424,-73.91847,"Private room",35,3,0,"",NA,3,275
17961885,"Downtown: Two Bridges -Private room&bathroom!",123307264,"Ei","Manhattan","Chinatown",40.71456,-73.99077,"Private room",95,14,3,"2018-10-30",0.11,1,28
24635095,"Traditional and cozy private room in best location",179657707,"Andres","Manhattan","Hell's Kitchen",40.75516,-73.99603,"Private room",110,3,35,"2019-07-01",2.42,2,53
34666999,"Charming studio steps from Brooklyn Bridge!",21263506,"Vikki","Brooklyn","Vinegar Hill",40.70358,-73.98316,"Entire home/apt",200,2,0,"",NA,1,1
17295495,"Private Room in Hell's Kitchen",6807898,"Sam","Manhattan","Hell's Kitchen",40.76076,-73.99266,"Private room",110,1,7,"2019-06-23",0.24,1,45
283184,"Huge Williamsburg Loft..Perfect for Big Groups!",1427381,"Elizabeth","Brooklyn","Williamsburg",40.70766,-73.95191,"Entire home/apt",300,7,0,"",NA,2,354
27896962,"Private Studio with Backyard in Brooklyn",4324281,"Jasmine","Brooklyn","Bedford-Stuyvesant",40.68231,-73.95202,"Entire home/apt",75,2,17,"2019-06-30",2.17,1,77
30208544,"Penthouse in FiDi",73128753,"Haider","Manhattan","Financial District",40.70542,-74.00678,"Private room",105,2,3,"2019-06-30",0.47,1,8
3061995,"Explore NYC - 1 Stop to Manhattan!",6653718,"Kara Ayn","Queens","Long Island City",40.74902,-73.94066,"Private room",70,3,145,"2019-06-23",2.33,1,32
6908209,"PrimChelsea~1BR~Sleeps4~hugeOutdoor",2119276,"Host","Manhattan","Chelsea",40.74138,-74.00072,"Entire home/apt",155,30,6,"2019-03-30",0.13,39,289
22786489,"(AC) 4 ppl - 2 Rooms 1 private and 1 sharing bath",110965771,"Wilson","Queens","Flushing",40.77253,-73.82467,"Private room",140,2,14,"2019-05-20",0.81,7,57
11006093,"West Soho/Hudson Square Gem 1b/1bath",56498254,"Tecla","Manhattan","SoHo",40.72761,-74.00902,"Entire home/apt",150,7,9,"2019-02-18",0.22,1,190
28131994,"Cozy Convenient Brooklyn One Bedroom",80788474,"Ambre","Brooklyn","Bedford-Stuyvesant",40.68195,-73.95328,"Entire home/apt",165,3,0,"",NA,2,83
17493355,"Luxury One Bedroom UWS",17477908,"Mat","Manhattan","Upper West Side",40.79424,-73.96588,"Entire home/apt",200,30,2,"2018-10-31",0.11,10,338
30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",30466297,"Jack","Brooklyn","Clinton Hill",40.68632,-73.96292,"Entire home/apt",450,2,5,"2019-07-05",0.66,1,11
22674576,"Comfy, private bedroom in the Upper East Side.",49222773,"Ana","Manhattan","Upper East Side",40.77685,-73.9537,"Private room",90,2,12,"2018-10-14",0.79,1,2
11279847,"Cozy/bright Clinton Hill studio",525856,"Rick","Brooklyn","Clinton Hill",40.68354,-73.96748,"Entire home/apt",70,6,18,"2019-07-04",0.47,1,203
25426781,"Charming Artistic Flat in Brooklyn",17581024,"Kemar","Brooklyn","Park Slope",40.67731,-73.98138,"Private room",75,1,41,"2019-06-13",3.05,2,54
23435772,"Lakeside View in Brooklyn - its true!",14235061,"Javier","Brooklyn","Flatbush",40.65281,-73.96581,"Private room",59,2,10,"2019-07-07",0.62,1,27
15659791,"Lovely studio near Grand Central /You will love it",1475015,"Mike","Manhattan","Midtown",40.75105,-73.97045,"Entire home/apt",95,30,0,"",NA,52,297
36345653,"Vegan/cruelty free home",58956100,"Diane","Brooklyn","Bedford-Stuyvesant",40.68671,-73.93044,"Private room",80,7,0,"",NA,1,61
34372376,"Sunny and spacious room in South Williamsburg",259505436,"Yaz","Brooklyn","Williamsburg",40.70153,-73.94709,"Private room",85,2,3,"2019-06-16",1.53,1,83
32400749,"Gorgeous 7BR/3.5BA Bohemian Flat - PRIME LOCATION",25318403,"Bethany","Brooklyn","Williamsburg",40.71244,-73.9581,"Entire home/apt",750,3,0,"",NA,3,7
33130688,"Luxury 2 bedroom/2 bathroom apartment in Manhattan",65574027,"Liv","Manhattan","Upper East Side",40.7739,-73.94937,"Entire home/apt",370,5,0,"",NA,1,15
18946105,"Peaceful Garden Oasis in Heart of Park Slope",127681510,"Maya","Brooklyn","Park Slope",40.66682,-73.9768,"Entire home/apt",200,2,80,"2019-07-06",3.43,1,70
19932802,"Private Bedroom West Village Greenwich Apartment",45399737,"Esther","Manhattan","Greenwich Village",40.7292,-73.99964,"Private room",150,2,0,"",NA,1,48
36310855,"Room 3: Cozy Room w Large Closet & Light Breakfast",268394581,"Rehana","Brooklyn","Bedford-Stuyvesant",40.68969,-73.93285,"Private room",68,1,1,"2019-07-06",1,3,127
33849970,"3min to Grand Ave subway, newly built in 2015",19303369,"Hiroki","Queens","Elmhurst",40.7387,-73.8771,"Private room",33,30,0,"",NA,37,31
21845187,"Sunny Private Room in Stunning Williamsburg Loft",159312334,"Simon","Brooklyn","Williamsburg",40.71078,-73.96359,"Private room",95,8,0,"",NA,1,13
18303895,"BEAUTIFUL BROWNSTONE STUDIO IN SOUTH HARLEM",126592760,"Felicia","Manhattan","Harlem",40.80514,-73.95115,"Entire home/apt",125,2,98,"2019-07-02",3.67,1,247
6895056,"Nice Single room sublet for April 1st onward!",10348305,"Devin","Brooklyn","Flatbush",40.63967,-73.96424,"Private room",50,27,3,"2018-07-31",0.06,1,17
13445020,"Quintessential Williamsburg Loft",36123030,"Lucy","Brooklyn","Williamsburg",40.71303,-73.96574,"Entire home/apt",190,2,9,"2017-08-12",0.25,1,2
14323803,"Cozy Bright Brooklyn  by train",14898658,"Chadanut","Brooklyn","Kensington",40.64386,-73.98195,"Private room",42,1,95,"2019-06-23",2.69,11,148
1478315,"1 bedroom in heart of Fort Greene",1834942,"Tessa","Brooklyn","Clinton Hill",40.69332,-73.96543,"Entire home/apt",104,12,11,"2017-07-30",0.15,1,15
33329762,"Chic renovated historic 1BR with garden",1036179,"Nathan","Brooklyn","Crown Heights",40.67318,-73.95566,"Entire home/apt",225,4,4,"2019-07-07",1.29,1,11
31539511,"Great Space with Private Entrance",235763046,"Yvonne","Queens","Rosedale",40.66818,-73.73399,"Entire home/apt",60,1,30,"2019-06-29",5.45,1,282
12287479,"Private bedroom facing street.",66215731,"Eric","Brooklyn","Gowanus",40.67692,-73.98339,"Private room",55,1,56,"2019-06-18",1.46,2,281
310272,"Private Room in Artist's Home, Stapleton, SI",1390555,"Jonathan","Staten Island","Clifton",40.62318,-74.07848,"Private room",59,1,50,"2019-06-03",0.56,1,352
30772753,"Perfect apartment in NYC",28230496,"Tyler","Manhattan","Lower East Side",40.72168,-73.98686,"Entire home/apt",200,5,2,"2019-04-14",0.32,1,78
28785322,"Beautiful and Convenient Location in Lower NYC",140983856,"Nini","Manhattan","Financial District",40.71064,-74.00754,"Entire home/apt",185,15,11,"2019-05-29",1.23,2,331
33852604,"Sunny-Junior-one bedroom-Prospect/Lefferts garden",112909067,"Chaya","Brooklyn","Prospect-Lefferts Gardens",40.6605,-73.94767,"Entire home/apt",120,2,9,"2019-07-01",3.38,1,10
29489824,"Stunning and Spacious Brownstone Apt in Park Slope",10555698,"Sari","Brooklyn","Park Slope",40.67137,-73.98064,"Entire home/apt",200,2,9,"2019-07-07",1.09,1,23
30227667,"Lovely studio next to Penn Station ,",8073725,"Ronni","Manhattan","Chelsea",40.74875,-73.99697,"Entire home/apt",175,1,24,"2019-06-25",3.17,1,365
24347151,"Good Vibes private room",4891915,"Yohana","Brooklyn","Bedford-Stuyvesant",40.6947,-73.94319,"Private room",85,3,36,"2019-07-06",2.44,1,69
12855469,"Gorgeous Studio in Doorman Luxury!",70251988,"Brendan","Manhattan","Upper East Side",40.78147,-73.95284,"Entire home/apt",100,365,27,"2018-01-03",0.78,1,17
13613450,"East Village Studio, New York like in the Movies",78807434,"Jennifer","Manhattan","East Village",40.72737,-73.97789,"Entire home/apt",110,3,6,"2019-07-01",0.17,1,34
13959891,"Best Location - Modern 1 BR, very quiet",61391963,"Corporate Housing","Manhattan","Upper East Side",40.77148,-73.96111,"Entire home/apt",125,30,7,"2019-06-30",0.21,91,157
34389997,"Fantastic 2 bedroom Apt near Subway, Cafes & More",258577680,"Francisco","Manhattan","Upper East Side",40.77146,-73.95482,"Entire home/apt",365,6,2,"2019-05-27",1.33,1,101
15024889,"WARM AND CHARMING 2 BED APARTMENT",26924376,"Lucy","Queens","Ozone Park",40.68285,-73.85248,"Entire home/apt",70,5,17,"2019-06-29",0.49,1,331
20309605,"Luxe, Central Loft in Downtown Manhattan",4412976,"Puja","Manhattan","Tribeca",40.72015,-74.00435,"Entire home/apt",1500,3,2,"2018-06-19",0.11,1,186
30296168,"Cozy room in sunny apartment across from park",3567433,"Wesley","Brooklyn","Bushwick",40.69118,-73.9083,"Private room",35,2,34,"2019-07-01",4.95,2,112
34306257,"Luxury 2 Bed / 2 Bath River and City View.",131647128,"Emily","Manhattan","Hell's Kitchen",40.76775,-73.98869,"Entire home/apt",265,30,0,"",NA,25,290
24921584,"BIG STYLISH LOFT/ROOM with access in the backyard",34184387,"Genevieve","Brooklyn","Prospect-Lefferts Gardens",40.65887,-73.94924,"Private room",75,5,2,"2019-01-02",0.16,1,54
22637100,"Private room in Queens, Ny # 1",158540605,"Sonia","Queens","Glendale",40.70099,-73.89034,"Private room",25,1,101,"2019-07-04",5.59,6,216
32050188,"Private room in the heart of Manhattan NYC",239519185,"Raphael","Manhattan","Hell's Kitchen",40.76124,-73.9894,"Private room",120,1,29,"2019-06-23",5.8,2,198
30369420,"Trendy Chelsea 1BR w/ Balcony, Gym + Doorman by Blueground",107434423,"Blueground","Manhattan","Chelsea",40.73878,-73.99604,"Entire home/apt",303,30,0,"",NA,232,185
36078798,"Great Greenpoint location!",1422618,"Nicole","Brooklyn","Greenpoint",40.73395,-73.9538,"Private room",85,1,0,"",NA,1,341
35005171,"Sonder | 116 John | Quaint Studio + Gym",219517861,"Sonder (NYC)","Manhattan","Financial District",40.70673,-74.00565,"Entire home/apt",100,29,0,"",NA,327,347
6887755,"Spacious and nice 2BR near Subway",21426910,"Allen","Brooklyn","Gravesend",40.59627,-73.97287,"Entire home/apt",109,2,224,"2019-07-05",4.7,2,73
4098271,"Spacious Bedroom, L.E.S.",20245055,"Sade","Manhattan","Lower East Side",40.71273,-73.9882,"Private room",72,3,56,"2019-06-30",0.96,2,304
13246949,"Cozy Room in 4bdrm Apt in Hip Williamsburg",74468846,"Diana","Brooklyn","Williamsburg",40.71225,-73.94413,"Private room",75,2,30,"2019-07-05",2.65,2,2
7083264,"PERFECT: Times Squ., Broadway CntPrk, Bars, Eats,",32212535,"Bronson & Sam","Manhattan","Hell's Kitchen",40.76551,-73.98899,"Shared room",116,2,101,"2018-12-01",2.07,2,42
14571686,"Beautifull Studio Apt. by Central Park",30283594,"Kara","Manhattan","Midtown",40.76641,-73.98163,"Entire home/apt",219,30,0,"",NA,121,189
25005877,"Designer Studio / 1BR in Williamsburg, Nice Views",108160091,"Dasha","Brooklyn","Williamsburg",40.70996,-73.96129,"Entire home/apt",168,10,3,"2018-10-31",0.22,3,284
35122826,"Luxury & Cozy Penthouse in Manhattan",187544628,"Kaito","Manhattan","Hell's Kitchen",40.76142,-73.99431,"Entire home/apt",390,3,1,"2019-06-22",1,1,5
15453102,"Large Sofa in Artist's Apartment",41393276,"Alexandra","Brooklyn","Flatbush",40.64083,-73.96436,"Shared room",40,1,48,"2019-06-30",1.45,1,17
2214831,"LAVISH 2 BR APT by Central Park!!!",11297009,"Lex","Manhattan","Upper West Side",40.78605,-73.97354,"Entire home/apt",99,1,153,"2019-05-26",2.39,4,327
31541668,"Contemporary Bedroom in Brooklyn",62954830,"Rose-Camille","Brooklyn","Clinton Hill",40.69571,-73.96944,"Private room",90,1,9,"2019-05-26",2.84,1,144
35997412,"Bright, airy & cute Single Bedroom in Williamsburg",1857457,"Sarah","Brooklyn","Williamsburg",40.7137,-73.94331,"Entire home/apt",180,2,0,"",NA,1,6
36031282,"Luxury, Doorman, Steps From United Nations,",52950465,"Gal","Manhattan","Midtown",40.75258,-73.97111,"Private room",134,30,0,"",NA,12,365
9940966,"Best of Both Worlds Chelsea Studio",51088203,"John","Manhattan","Chelsea",40.74676,-73.99562,"Entire home/apt",199,4,52,"2017-07-17",1.25,1,1
8507219,"NYC Room, NO Extra or Hidden Fees",20985328,"​ Valéria","Queens","Astoria",40.76152,-73.92254,"Private room",80,5,30,"2018-11-05",0.66,2,249
26129270,"Mi casa es su casa, La casa de Pupilos",6724903,"Edgard","Queens","Middle Village",40.71293,-73.88402,"Private room",70,2,20,"2019-05-04",1.82,1,224
30200332,"NYUW 05-0 Upper West: NYC, Soho Luxury",39890192,"Laura","Manhattan","Morningside Heights",40.80402,-73.96345,"Entire home/apt",266,14,2,"2019-05-27",0.78,12,86
747344,"Stunning views! 3 separate bedrooms, L train Loft",3011406,"Ellie","Brooklyn","Williamsburg",40.70608,-73.93154,"Entire home/apt",220,3,151,"2019-06-22",1.86,1,115
31052910,"GORGEOUS PRIME SOHO 3 BEDROOMS PENTHOUSE",163035332,"Pirin","Manhattan","SoHo",40.72267,-74.00334,"Entire home/apt",649,2,17,"2019-07-01",2.59,3,281
9369514,"STARTUP CHEAP PLACE BROOKLYN",27974952,"Alex","Brooklyn","East Flatbush",40.64603,-73.94869,"Shared room",25,30,5,"2018-05-08",0.12,7,365
28252662,"Beautiful apartment in Elmhurst New York",129124146,"KImberly","Queens","Elmhurst",40.73334,-73.87198,"Shared room",65,1,4,"2018-11-10",0.42,3,179
29012259,"AVery neat one bedroom.",8925493,"Yvonne","Brooklyn","Bedford-Stuyvesant",40.68252,-73.91165,"Private room",55,3,1,"2018-12-31",0.16,2,89
26993437,"BK Homestead - Private Rm in Large Apt with Deck!",56740664,"Laura","Brooklyn","Williamsburg",40.71784,-73.95611,"Private room",225,4,1,"2018-12-31",0.16,1,5
30772721,"Budget friendly room in Queens. 5mins to subway!",137358866,"Kazuya","Queens","Elmhurst",40.73489,-73.88048,"Private room",28,30,0,"",NA,103,63
26810573,"自己的小房间",48978249,"QianWen","Queens","Flushing",40.75479,-73.81916,"Shared room",200,1,0,"",NA,2,89
23191484,"Warm, Cozy Room in our Classic Brooklyn Brownstone",4249379,"Rachel","Brooklyn","Bedford-Stuyvesant",40.68261,-73.95187,"Private room",75,2,17,"2019-07-01",1.07,1,115
1520806,"HUGE 2BR+1BA Apt For Group Only 15 Min To NYCity",347642,"Jullien","Brooklyn","Bedford-Stuyvesant",40.68084,-73.92804,"Entire home/apt",170,3,134,"2019-06-20",2,3,209
23484236,"AC Room W/ Bathroom close to Northwell and JFK!",3552711,"Louann","Queens","Queens Village",40.72528,-73.74738,"Private room",75,2,85,"2019-06-09",5.56,2,349
870119,"Beautiful 2bdrm Bklyn duplex w/deck + backyard",355548,"Jessica","Brooklyn","Clinton Hill",40.69208,-73.96525,"Entire home/apt",185,4,8,"2018-08-27",0.22,1,8
28801976,"Modern renovated Loft in the Heart of Williamsburg",1171704,"Vanessa","Brooklyn","Williamsburg",40.70475,-73.93522,"Entire home/apt",200,2,16,"2019-06-23",1.99,1,136
9955765,"Comfy room in a loft in  Greenpoint/Williamsburg!",10677584,"Angelina","Brooklyn","Greenpoint",40.73343,-73.95638,"Private room",49,3,3,"2018-01-16",0.1,4,244
30814580,"Luxury Industrial 3 Bedroom Williamsburg Condo",228228269,"Yoanna","Brooklyn","Williamsburg",40.7173,-73.96159,"Entire home/apt",444,1,15,"2019-06-24",2.49,1,326
29128941,"Private room in a Bohemian Bushwick Loft! c",96737879,"Yury","Brooklyn","Williamsburg",40.70266,-73.93413,"Private room",60,3,12,"2019-06-30",2.55,3,73
2435408,"Modern Duplex Studio Factory Loft",7503643,"Vida","Brooklyn","Greenpoint",40.72669,-73.9419,"Entire home/apt",129,30,9,"2019-04-30",0.16,52,325
719329,"Bright 1 BR in Brooklyn",3711499,"Silvia","Brooklyn","Crown Heights",40.67473,-73.96263,"Entire home/apt",120,3,12,"2019-03-17",0.18,1,15
16226219,"Williamsburg, Ground Flr Apt with Private Backyard",59101644,"Anthony","Brooklyn","Williamsburg",40.71615,-73.94797,"Entire home/apt",135,2,29,"2019-06-07",0.93,1,82
27426767,"Signature-Manhattan-Studio",5699385,"Eugene","Manhattan","Kips Bay",40.73932,-73.97764,"Entire home/apt",140,5,13,"2019-06-23",1.23,1,24
